Office,Party,County Name,Candidate Name,Votes/Percentage,
Regent of the University of Colorado - District 5,Democratic Party,FREMONT,Tony Wolusky,"2,376",
Regent of the University of Colorado - District 5,Democratic Party,PARK,Tony Wolusky,575,
Regent of the University of Colorado - District 5,Democratic Party,TELLER,Tony Wolusky,"1,422",
Regent of the University of Colorado - District 5,Democratic Party,TOTAL,Tony Wolusky,"46,171",
Regent of the University of Colorado - District 5,Democratic Party,PERCENTAGE,Tony Wolusky,100.00%,WINNER
Regent of the University of Colorado - District 5,Republican Party,CHAFFEE,Chance Hill,"1,889",
Regent of the University of Colorado - District 5,Republican Party,EL PASO,Chance Hill,"72,032",
Regent of the University of Colorado - District 5,Republican Party,FREMONT,Chance Hill,"6,305",
Regent of the University of Colorado - District 5,Republican Party,PARK,Chance Hill,"1,364",
Regent of the University of Colorado - District 5,Republican Party,TELLER,Chance Hill,"3,547",
Regent of the University of Colorado - District 5,Republican Party,TOTAL,Chance Hill,"85,137",
Regent of the University of Colorado - District 5,Republican Party,PERCENTAGE,Chance Hill,100.00%,WINNER
State Senator - District 1,Democratic Party,CHEYENNE,Debra Gustafson,47,
State Senator - District 1,Democratic Party,ELBERT,Debra Gustafson,"1,209",
State Senator - District 1,Democratic Party,KIT CARSON,Debra Gustafson,209,
State Senator - District 1,Democratic Party,LINCOLN,Debra Gustafson,157,
State Senator - District 1,Democratic Party,LOGAN,Debra Gustafson,807,
State Senator - District 1,Democratic Party,MORGAN,Debra Gustafson,"1,116",
State Senator - District 1,Democratic Party,PHILLIPS,Debra Gustafson,144,
State Senator - District 1,Democratic Party,SEDGWICK,Debra Gustafson,112,
State Senator - District 1,Democratic Party,WASHINGTON,Debra Gustafson,106,
State Senator - District 1,Democratic Party,WELD,Debra Gustafson,"1,279",
State Senator - District 1,Democratic Party,YUMA,Debra Gustafson,337,
State Senator - District 1,Democratic Party,TOTAL,Debra Gustafson,"5,523",
State Senator - District 1,Democratic Party,PERCENTAGE,Debra Gustafson,100.00%,WINNER
State Senator - District 1,Republican Party,CHEYENNE,Jerry Sonnenberg,483,
State Senator - District 1,Republican Party,ELBERT,Jerry Sonnenberg,"5,232",
State Senator - District 1,Republican Party,KIT CARSON,Jerry Sonnenberg,"1,127",
State Senator - District 1,Republican Party,LINCOLN,Jerry Sonnenberg,823,
State Senator - District 1,Republican Party,LOGAN,Jerry Sonnenberg,"4,036",
State Senator - District 1,Republican Party,MORGAN,Jerry Sonnenberg,"3,177",
State Senator - District 1,Republican Party,PHILLIPS,Jerry Sonnenberg,"1,062",
State Senator - District 1,Republican Party,SEDGWICK,Jerry Sonnenberg,459,
State Senator - District 1,Republican Party,WASHINGTON,Jerry Sonnenberg,"1,344",
State Senator - District 1,Republican Party,WELD,Jerry Sonnenberg,"3,952",
State Senator - District 1,Republican Party,YUMA,Jerry Sonnenberg,"2,184",
State Senator - District 1,Republican Party,TOTAL,Jerry Sonnenberg,"23,879",
State Senator - District 1,Republican Party,PERCENTAGE,Jerry Sonnenberg,100.00%,WINNER
State Senator - District 2,Democratic Party,CLEAR CREEK,Beth Harz,933,
State Senator - District 2,Democratic Party,EL PASO,Beth Harz,"1,749",
State Senator - District 2,Democratic Party,FREMONT,Beth Harz,"2,008",
State Senator - District 2,Democratic Party,PARK,Beth Harz,900,
State Senator - District 2,Democratic Party,TELLER,Beth Harz,"1,223",
State Senator - District 2,Democratic Party,TOTAL,Beth Harz,"6,813",
State Senator - District 2,Democratic Party,PERCENTAGE,Beth Harz,74.09%,WINNER
State Senator - District 2,Democratic Party,CLEAR CREEK,Dennis Obduskey,303,
State Senator - District 2,Democratic Party,EL PASO,Dennis Obduskey,649,
State Senator - District 2,Democratic Party,FREMONT,Dennis Obduskey,646,
State Senator - District 2,Democratic Party,PARK,Dennis Obduskey,410,
State Senator - District 2,Democratic Party,TELLER,Dennis Obduskey,375,
State Senator - District 2,Democratic Party,TOTAL,Dennis Obduskey,"2,383",
State Senator - District 2,Democratic Party,PERCENTAGE,Dennis Obduskey,25.91%,
State Senator - District 2,Republican Party,CLEAR CREEK,Dennis Hisey,545,
State Senator - District 2,Republican Party,EL PASO,Dennis Hisey,"4,248",
State Senator - District 2,Republican Party,FREMONT,Dennis Hisey,"3,751",
State Senator - District 2,Republican Party,PARK,Dennis Hisey,"1,736",
State Senator - District 2,Republican Party,TELLER,Dennis Hisey,"2,538",
State Senator - District 2,Republican Party,TOTAL,Dennis Hisey,"12,818",
State Senator - District 2,Republican Party,PERCENTAGE,Dennis Hisey,57.95%,WINNER
State Senator - District 2,Republican Party,CLEAR CREEK,Stephanie Luck,346,
State Senator - District 2,Republican Party,EL PASO,Stephanie Luck,"2,079",
State Senator - District 2,Republican Party,FREMONT,Stephanie Luck,"3,879",
State Senator - District 2,Republican Party,PARK,Stephanie Luck,"1,420",
State Senator - District 2,Republican Party,TELLER,Stephanie Luck,"1,578",
State Senator - District 2,Republican Party,TOTAL,Stephanie Luck,"9,302",
State Senator - District 2,Republican Party,PERCENTAGE,Stephanie Luck,42.05%,
State Senator - District 3,Democratic Party,PUEBLO,Leroy M. Garcia,"15,423",
State Senator - District 3,Democratic Party,TOTAL,Leroy M. Garcia,"15,423",
State Senator - District 3,Democratic Party,PERCENTAGE,Leroy M. Garcia,100.00%,WINNER
State Senator - District 5,Democratic Party,CHAFFEE,Kerry Donovan,"2,430",
State Senator - District 5,Democratic Party,DELTA,Kerry Donovan,"1,995",
State Senator - District 5,Democratic Party,EAGLE,Kerry Donovan,"4,583",
State Senator - District 5,Democratic Party,GUNNISON,Kerry Donovan,"1,669",
State Senator - District 5,Democratic Party,HINSDALE,Kerry Donovan,49,
State Senator - District 5,Democratic Party,LAKE,Kerry Donovan,736,
State Senator - District 5,Democratic Party,PITKIN,Kerry Donovan,"2,245",
State Senator - District 5,Democratic Party,TOTAL,Kerry Donovan,"13,707",
State Senator - District 5,Democratic Party,PERCENTAGE,Kerry Donovan,100.00%,WINNER
State Senator - District 5,Republican Party,CHAFFEE,Olen Lund,"1,948",
State Senator - District 5,Republican Party,DELTA,Olen Lund,"4,126",
State Senator - District 5,Republican Party,EAGLE,Olen Lund,"1,908",
State Senator - District 5,Republican Party,GUNNISON,Olen Lund,874,
State Senator - District 5,Republican Party,HINSDALE,Olen Lund,164,
State Senator - District 5,Republican Party,LAKE,Olen Lund,238,
State Senator - District 5,Republican Party,PITKIN,Olen Lund,538,
State Senator - District 5,Republican Party,TOTAL,Olen Lund,"9,796",
State Senator - District 5,Republican Party,PERCENTAGE,Olen Lund,100.00%,WINNER
State Senator - District 6,Democratic Party,ARCHULETA,Guinn Unger Jr.,900,
State Senator - District 6,Democratic Party,DOLORES,Guinn Unger Jr.,117,
State Senator - District 6,Democratic Party,LA PLATA,Guinn Unger Jr.,"4,951",
State Senator - District 6,Democratic Party,MONTEZUMA,Guinn Unger Jr.,"1,625",
State Senator - District 6,Democratic Party,MONTROSE,Guinn Unger Jr.,"2,084",
State Senator - District 6,Democratic Party,OURAY,Guinn Unger Jr.,641,
State Senator - District 6,Democratic Party,SAN JUAN,Guinn Unger Jr.,80,
State Senator - District 6,Democratic Party,SAN MIGUEL,Guinn Unger Jr.,994,
State Senator - District 6,Democratic Party,TOTAL,Guinn Unger Jr.,"11,392",
State Senator - District 6,Democratic Party,PERCENTAGE,Guinn Unger Jr.,100.00%,WINNER
State Senator - District 6,Republican Party,ARCHULETA,Don Coram,"1,534",
State Senator - District 6,Republican Party,DOLORES,Don Coram,469,
State Senator - District 6,Republican Party,LA PLATA,Don Coram,"3,359",
State Senator - District 6,Republican Party,MONTEZUMA,Don Coram,"2,570",
State Senator - District 6,Republican Party,MONTROSE,Don Coram,"6,113",
State Senator - District 6,Republican Party,OURAY,Don Coram,567,
State Senator - District 6,Republican Party,SAN JUAN,Don Coram,33,
State Senator - District 6,Republican Party,SAN MIGUEL,Don Coram,248,
State Senator - District 6,Republican Party,TOTAL,Don Coram,"14,893",
State Senator - District 6,Republican Party,PERCENTAGE,Don Coram,100.00%,WINNER
State Senator - District 7,Democratic Party,MESA,Chris Kennedy,"8,996",
State Senator - District 7,Democratic Party,TOTAL,Chris Kennedy,"8,996",
State Senator - District 7,Democratic Party,PERCENTAGE,Chris Kennedy,100.00%,WINNER
State Senator - District 7,Republican Party,MESA,Ray Scott,"14,361",
State Senator - District 7,Republican Party,TOTAL,Ray Scott,"14,361",
State Senator - District 7,Republican Party,PERCENTAGE,Ray Scott,64.07%,WINNER
State Senator - District 7,Republican Party,MESA,Dan Thurlow,"8,054",
State Senator - District 7,Republican Party,TOTAL,Dan Thurlow,"8,054",
State Senator - District 7,Republican Party,PERCENTAGE,Dan Thurlow,35.93%,
State Senator - District 9,Democratic Party,EL PASO,Gil Armendariz,"9,751",
State Senator - District 9,Democratic Party,TOTAL,Gil Armendariz,"9,751",
State Senator - District 9,Democratic Party,PERCENTAGE,Gil Armendariz,100.00%,WINNER
State Senator - District 9,Republican Party,EL PASO,Paul Lundeen,"26,206",
State Senator - District 9,Republican Party,TOTAL,Paul Lundeen,"26,206",
State Senator - District 9,Republican Party,PERCENTAGE,Paul Lundeen,100.00%,WINNER
State Senator - District 11,Democratic Party,EL PASO,Pete Lee,"10,499",
State Senator - District 11,Democratic Party,TOTAL,Pete Lee,"10,499",
State Senator - District 11,Democratic Party,PERCENTAGE,Pete Lee,100.00%,WINNER
State Senator - District 11,Republican Party,EL PASO,Pat McIntire,"7,580",
State Senator - District 11,Republican Party,TOTAL,Pat McIntire,"7,580",
State Senator - District 11,Republican Party,PERCENTAGE,Pat McIntire,100.00%,WINNER
State Senator - District 13,Democratic Party,WELD,Phil Kelley,"7,667",
State Senator - District 13,Democratic Party,TOTAL,Phil Kelley,"7,667",
State Senator - District 13,Democratic Party,PERCENTAGE,Phil Kelley,100.00%,WINNER
State Senator - District 13,Republican Party,WELD,John Cooke,"10,763",
State Senator - District 13,Republican Party,TOTAL,John Cooke,"10,763",
State Senator - District 13,Republican Party,PERCENTAGE,John Cooke,100.00%,WINNER
State Senator - District 15,Democratic Party,LARIMER,Rebecca Cranston,"14,699",
State Senator - District 15,Democratic Party,TOTAL,Rebecca Cranston,"14,699",
State Senator - District 15,Democratic Party,PERCENTAGE,Rebecca Cranston,100.00%,WINNER
State Senator - District 15,Republican Party,LARIMER,Rob Woodward,"16,023",
State Senator - District 15,Republican Party,TOTAL,Rob Woodward,"16,023",
State Senator - District 15,Republican Party,PERCENTAGE,Rob Woodward,100.00%,WINNER
State Senator - District 16,Democratic Party,BOULDER,Tammy Story,"1,948",
State Senator - District 16,Democratic Party,DENVER,Tammy Story,"3,081",
State Senator - District 16,Democratic Party,GILPIN,Tammy Story,728,
State Senator - District 16,Democratic Party,JEFFERSON,Tammy Story,"12,667",
State Senator - District 16,Democratic Party,TOTAL,Tammy Story,"18,424",
State Senator - District 16,Democratic Party,PERCENTAGE,Tammy Story,100.00%,WINNER
State Senator - District 16,Republican Party,BOULDER,Tim Neville,561,
State Senator - District 16,Republican Party,DENVER,Tim Neville,"1,955",
State Senator - District 16,Republican Party,GILPIN,Tim Neville,478,
State Senator - District 16,Republican Party,JEFFERSON,Tim Neville,"10,002",
State Senator - District 16,Republican Party,TOTAL,Tim Neville,"12,996",
State Senator - District 16,Republican Party,PERCENTAGE,Tim Neville,100.00%,WINNER
State Senator - District 20,Democratic Party,JEFFERSON,Jessie Danielson,"19,778",
State Senator - District 20,Democratic Party,TOTAL,Jessie Danielson,"19,778",
State Senator - District 20,Democratic Party,PERCENTAGE,Jessie Danielson,100.00%,WINNER
State Senator - District 20,Republican Party,JEFFERSON,Christine Jensen,"13,821",
State Senator - District 20,Republican Party,TOTAL,Christine Jensen,"13,821",
State Senator - District 20,Republican Party,PERCENTAGE,Christine Jensen,100.00%,WINNER
State Senator - District 22,Democratic Party,JEFFERSON,Brittany Pettersen,"16,066",
State Senator - District 22,Democratic Party,TOTAL,Brittany Pettersen,"16,066",
State Senator - District 22,Democratic Party,PERCENTAGE,Brittany Pettersen,100.00%,WINNER
State Senator - District 22,Republican Party,JEFFERSON,Tony Sanchez,"11,440",
State Senator - District 22,Republican Party,TOTAL,Tony Sanchez,"11,440",
State Senator - District 22,Republican Party,PERCENTAGE,Tony Sanchez,100.00%,WINNER
State Senator - District 24,Democratic Party,ADAMS,Faith Winter,"14,313",
State Senator - District 24,Democratic Party,TOTAL,Faith Winter,"14,313",
State Senator - District 24,Democratic Party,PERCENTAGE,Faith Winter,100.00%,WINNER
State Senator - District 24,Republican Party,ADAMS,Beth Martinez Humenik,"9,401",
State Senator - District 24,Republican Party,TOTAL,Beth Martinez Humenik,"9,401",
State Senator - District 24,Republican Party,PERCENTAGE,Beth Martinez Humenik,100.00%,WINNER
State Senator - District 30,Democratic Party,DOUGLAS,Julia Varnell-Sarjeant,"12,031",
State Senator - District 30,Democratic Party,TOTAL,Julia Varnell-Sarjeant,"12,031",
State Senator - District 30,Democratic Party,PERCENTAGE,Julia Varnell-Sarjeant,100.00%,WINNER
State Senator - District 30,Republican Party,DOUGLAS,Chris Holbert,"15,342",
State Senator - District 30,Republican Party,TOTAL,Chris Holbert,"15,342",
State Senator - District 30,Republican Party,PERCENTAGE,Chris Holbert,100.00%,WINNER
State Senator - District 32,Democratic Party,DENVER,Robert Rodriguez,"10,636",
State Senator - District 32,Democratic Party,TOTAL,Robert Rodriguez,"10,636",
State Senator - District 32,Democratic Party,PERCENTAGE,Robert Rodriguez,39.82%,WINNER
State Senator - District 32,Democratic Party,DENVER,Zach Neumann,"8,616",
